# RA            DEC           ID_C   ID_OGLE                I        V        P_1         dP_1     A_1     Period   <mag>    ampl    C   Type   ID_OTHER        RA_ICRS           e_RA      DE_ICRS           e_DE      Source                Plx          e_Plx     pmRA        e_pmRA   pmDE        e_pmDE   Gmag      e_Gmag   BPmag     e_BP     RPmag     e_RP     BP-RP     Dup   NgAL   chi2AL      E(BR/RP)   Membership      
  17:01:22.93   -30:04:08.6   20     OGLE-BLG-RRLYR-42021   15.068   -99.99   0.4719103   4.0E-7   0.823   0.472    16.099   1.252   V   RRab   NGC6266-V20     255.34554510931   0.0716    -30.06907817874   0.0376    6029388992666234624   0.0691       0.0791    -4.807      0.104    -3.241      0.065    15.9521   0.0125   16.3483   0.0467   15.0937   0.0402   1.2545    0     335    313.41      1.448      0.978310213     
  17:01:23.43   -30:07:22.4   109    OGLE-BLG-RRLYR-42028   15.169   -99.99   0.6076959   1.0E-6   0.48    0.6078   16.525   0.700   V   RRab   NGC6266-NV109   255.34758961774   0.0718    -30.12290895376   0.0483    6029365220032464384   0.1235       0.0819    -4.321      0.157    -2.575      0.091    16.1219   0.0111   16.6215   0.0414   15.1582   0.029    1.4634    0     275    296.78      1.498      0.936635721     
  17:01:23.72   -30:08:32.4   49     OGLE-BLG-RRLYR-42030   15.212   -99.99   0.5434483   5.0E-7   0.634   0.5434   16.524   0.962   V   RRab   NGC6266-V49     255.34879804261   0.0862    -30.14235726454   0.0521    6029365112670196224   0.0961       0.0872    -5.157      0.161    -3.366      0.092    16.1234   0.0145   16.609    0.0593   15.2659   0.0341   1.3431    0     317    505.61      1.407      0.973901448     
  17:01:23.82   -30:10:29.9   115    OGLE-BLG-RRLYR-42032   15.417   -99.99   0.2691919   4.0E-7   0.303   0.269    16.529   0.519   V   RRc    NGC6266-NV115   255.34922542807   0.0685    -30.17500117132   0.0429    6029364189341379584   0.107        0.0744    -5.015      0.13     -2.971      0.075    16.1961   0.0075   16.6827   0.0271   15.5173   0.0184   1.1654    0     336    324.86      1.264      0.983776075     
  17:01:24.11   -29:59:52.4   68     OGLE-BLG-RRLYR-42035   15.065   -99.99   0.3098524   4.0E-7   0.258   0.2353   16.31    0.52    P   RRc    NGC6266-V68     255.35043664451   0.0708    -29.9979162469    0.0394    6029392776623481216   0.2661       0.0686    -5.572      0.127    -2.78       0.066    15.7253   0.0074   16.111    0.0288   15.1218   0.025    0.9891    0     333    323.87      1.257      0.968226523     
  17:01:24.69   -30:06:54.2   110    OGLE-BLG-RRLYR-42041   15.305   -99.99   0.3354212   6.0E-7   0.261   0.3354   16.483   0.417   V   RRc    NGC6266-NV110   255.35287736781   0.0838    -30.11507199899   0.0484    6029388687814313728   0.2175       0.0927    -5.146      0.139    -3.353      0.083    16.1486   0.0083   16.606    0.0308   15.3292   0.0208   1.2768    0     228    243.02      1.387      0.975022683     
  17:01:24.74   -30:08:00.3   25     OGLE-BLG-RRLYR-42042   15.373   -99.99   0.4458883   3.0E-7   0.898   0.4459   16.626   1.292   V   RRab   NGC6266-V25     255.35305034343   0.0899    -30.13345409732   0.0531    6029365151414138624   0.0842       0.093     -5.804      0.158    -2.624      0.098    16.2923   0.0215   16.81     0.085    15.4401   0.0559   1.3698    0     253    283.96      1.389      0.928049615     
  17:01:24.74   -30:06:32.9   29     OGLE-BLG-RRLYR-42043   15.152   -99.99   0.5652645   3.0E-7   0.819   0.5653   16.396   1.184   V   RRab   PU-Oph          255.35308093678   0.1821    -30.1091825126    0.1902    6029388687815881344   0.0495       0.1998    -5.931      0.801    -2.891      0.439    15.9663   0.0301   16.398    0.1206   15.003    0.0885   1.395     0     64     60.49       1.527      0.941651166     
  17:01:24.76   -30:09:53.4   118    OGLE-BLG-RRLYR-42045   15.337   -99.99   0.2988412   4.0E-7   0.264   0.2987   16.468   0.455   V   RRc    NGC6266-NV118   255.35316221613   0.0673    -30.16485730796   0.0414    6029364184934916096   0.3025       0.0694    -5.441      0.13     -3.085      0.073    16.1528   0.0073   16.6444   0.0282   15.4308   0.0185   1.2136    0     318    319.28      1.295      0.977386175     
  17:01:25.47   -30:10:26.1   116    OGLE-BLG-RRLYR-42047   15.084   -99.99   0.6156489   1.0E-6   0.269   0.615    16.384   0.390   V   RRab   NGC6266-NV116   255.35612614128   0.0639    -30.17395181851   0.0411    6029364189239923712   0.044        0.0678    -5.136      0.118    -2.863      0.072    15.9871   0.0056   16.3361   0.022    14.5321   0.0218   1.804     0     344    355.59      2.159      0.982843969     
  17:01:26.41   -29:56:21.0   76     OGLE-BLG-RRLYR-42049   14.748   -99.99   0.6153996   7.0E-7   0.383   0.6152   16.18    0.74    P   RRab   NGC6266-V76     255.36002087926   0.0462    -29.93918301574   0.0274    6029395280493111936   0.1075       0.0485    -5.137      0.092    -2.972      0.049    15.4105   0.0079   15.8249   0.0303   14.7797   0.0227   1.0452    0     339    268.54      1.262      0.983857347     
  17:01:26.58   -30:11:39.8   64     OGLE-BLG-RRLYR-42051   15.316   -99.99   0.2496705   4.0E-7   0.195   0.473    16.157   0.592   V   RRc    -99.99          255.36075479231   0.0788    -30.19440413025   0.0509    6029363948823175168   -0.1691      0.0914    -4.502      0.152    -3.646      0.091    16.0848   0.0054   16.5189   0.0212   15.4391   0.0128   1.0798    0     328    462.74      1.264      0.901441334     
  17:01:29.35   -30:03:36.7   61     OGLE-BLG-RRLYR-42064   15.506   -99.99   0.2659309   4.0E-7   0.306   0.266    --       --      V   RRc    NGC6266-V61     255.37227907667   0.0787    -30.06020632646   0.0434    6029389061379365120   0.1463       0.0891    -5.456      0.13     -5.691      0.075    16.1941   0.008    16.5629   0.0283   15.5571   0.0203   1.0058    0     317    318.27      1.288      9.14327814E-9   
  17:01:31.21   -30:05:01.7   62     OGLE-BLG-RRLYR-42075   15.076   -99.99   0.5482516   6.0E-7   0.614   0.5481   16.230   0.958   V   RRab   NGC6266-V62     255.3800164757    0.0704    -30.08383777513   0.0375    6029388820889756544   0.1219       0.0755    -4.61       0.127    -3.386      0.069    15.9404   0.0118   16.4716   0.0465   15.2021   0.028    1.2694    0     333    339.13      1.29       0.962689842     
  17:01:34.10   -30:06:12.7   77     OGLE-BLG-RRLYR-42091   15.303   -99.99   0.3193604   5.0E-7   0.263   0.319    16.427   0.405   V   RRd    NGC6266-V77     255.39206909551   0.0684    -30.10354849353   0.0398    6029388756459108992   0.1608       0.0742    -4.867      0.124    -3.154      0.069    16.1448   0.0064   16.6608   0.0249   15.429    0.0157   1.2318    0     309    275.81      1.28       0.981360738     
  17:01:34.64   -30:07:20.1   50     OGLE-BLG-RRLYR-42092   15.271   -99.99   0.5029494   6.0E-7   0.793   0.5026   --       --      V   RRab   NGC6266-V50     255.39431631788   0.0716    -30.12228332077   0.0413    6029387897465549056   0.0232       0.08      -5.258      0.136    -3.229      0.075    16.2707   0.0136   16.8468   0.0487   15.4332   0.0325   1.4136    0     328    379.03      1.353      0.978754904     
  17:01:34.82   -30:04:41.1   224    OGLE-BLG-RRLYR-42095   15.884   -99.99   0.3195306   9.0E-7   0.244   0.3196   16.952   0.417   V   RRc    NGC6266-NV224   255.39505004916   0.1098    -30.07810389938   0.0574    6029388855227296896   0.2159       0.1173    -0.458      0.174    -6.046      0.1      16.6775   0.0069   17.1723   0.0257   15.9685   0.0165   1.2037    0     314    430.25      1.283      1.38450899E-27  
  17:01:35.20   -30:01:07.6   ""     OGLE-BLG-RRLYR-42098   14.83    -99.99   0.5659758   4.0E-7   0.832   ""       ""       ""      ""  RRab   PX-Oph          255.39667273614   0.061     -30.01876207542   0.0345    6029389645495269760   0.0557       0.0613    -4.654      0.1      -2.838      0.058    15.5671   0.0165   16.0      0.0646   14.9079   0.0421   1.0922    0     339    326.58      1.274      0.97789728      
  17:01:35.42   -30:03:32.5   51     OGLE-BLG-RRLYR-42100   15.264   -99.99   0.2618368   4.0E-7   0.29    0.2618   --       --      V   RRc    NGC6266-V51     255.39755491814   0.0713    -30.05903574922   0.0401    6029389233178105856   0.1717       0.0697    -4.888      0.122    -3.035      0.068    16.0235   0.0077   16.4633   0.0295   15.3909   0.0192   1.0724    0     327    303.72      1.252      0.983078296     
  17:01:36.58   -30:00:13.1   60     OGLE-BLG-RRLYR-42108   15.05    -99.99   0.2866281   5.0E-7   0.288   0.2866   16.26    0.54    P   RRc    NGC6266-V60     255.40241841769   0.0604    -30.00361989179   0.0345    6029392634792649856   0.1311       0.0594    -4.897      0.101    -2.669      0.058    15.6457   0.0077   16.001    0.0292   15.1037   0.0226   0.8973    0     335    295.17      1.23       0.978045216     
  17:01:38.89   -30:03:52.8   78     OGLE-BLG-RRLYR-42121   15.107   -99.99   0.6214583   2.0E-6   0.399   0.6217   16.362   0.613   V   RRab   NGC6266-V78     255.41201564193   0.0734    -30.06468435358   0.0418    6029389203210407296   0.052        0.0739    -5.112      0.135    -2.776      0.074    16.0495   0.0072   16.6584   0.0301   15.2455   0.0198   1.413     0     301    253.08      1.312      0.981318514     
  17:01:38.98   -30:09:32.2   120    OGLE-BLG-RRLYR-42122   15.333   -99.99   0.4888372   4.0E-7   0.838   0.489    --       1.271   V   RRab   NGC6266-NV120   255.41240420089   0.0664    -30.15896214272   0.0392    6029387515190440448   0.1222       0.0712    -6.611      0.127    -10.38      0.07     16.2482   0.0182   16.8474   0.0612   15.4988   0.0449   1.3486    0     316    279.06      1.272      0.0             
  17:01:41.12   -30:00:51.6   ""     OGLE-BLG-RRLYR-42131   15.246   -99.99   0.636994    1.9E-6   0.204   ""       ""       ""      ""  RRab   -99.99          255.42132942298   0.078     -30.01434084855   0.0435    6029389611135567104   0.0613       0.0677    -6.269      0.129    -5.913      0.072    16.0202   0.0053   16.4983   0.0206   15.3524   0.0141   1.1459    0     326    302.54      1.26       1.06658976E-11  
  17:01:41.52   -29:58:41.2   ""     OGLE-BLG-RRLYR-42135   15.737   -99.99   0.5532783   7.0E-7   0.567   ""       ""       ""      ""  RRab   -99.99          255.4229601783    0.0837    -29.9781227556    0.0467    6029394146621368448   -0.0924      0.0843    -6.154      0.144    -6.474      0.081    16.4928   0.0124   16.8946   0.0497   15.8005   0.0353   1.0942    0     335    348.16      1.312      8.60574266E-17  
  17:01:43.36   -30:02:49.3   75     OGLE-BLG-RRLYR-42145   15.142   -99.99   0.3327805   1.3E-6   0.236   0.3343   16.84    0.53    P   RRc    NGC6266-V75     255.43064978703   0.0683    -30.04705109423   0.0406    6029389301897649792   0.0995       0.0713    -4.877      0.137    -3.312      0.075    15.9542   0.0065   16.4229   0.0265   15.2489   0.0163   1.174     0     311    279.68      1.292      0.976310539     
  17:01:43.43   -29:56:27.0   67     OGLE-BLG-RRLYR-42147   15.256   -99.99   0.5646813   2.1E-6   0.539   0.5649   16.63    1.02    P   RRab   NGC6266-V67     255.43092348889   0.0636    -29.94085362774   0.0363    6029394357172281472   0.2362       0.065     -4.37       0.112    -6.505      0.063    15.9801   0.0111   16.4033   0.0446   15.3229   0.0336   1.0804    0     345    336.06      1.277      1.10893168E-15  
  17:01:46.81   -30:00:16.7   ""     OGLE-BLG-RRLYR-42159   14.827   -99.99   0.63346     2.4E-6   0.197   ""       ""       ""      ""  RRab   -99.99          255.44503509987   0.0592    -30.00463989644   0.0333    6029391127356603392   0.0836       0.0588    -8.336      0.102    -0.936      0.058    15.61     0.0046   16.0836   0.0202   14.9233   0.0129   1.1603    0     328    216.71      1.276      0.0             
  17:01:47.95   -30:03:59.8   227    OGLE-BLG-RRLYR-42170   16.626   -99.99   0.4583377   1.3E-6   0.822   0.456    17.774   1.290   V   RRab   NGC6266-NV227   255.44977724868   0.127     -30.06663696493   0.077     6029388545987059712   -0.0153      0.1395    -2.738      0.257    -6.734      0.139    17.699    0.0102   18.1562   0.0544   16.856    0.0272   1.3001    0     321    327.08      1.407      1.42647867E-19  
  17:02:03.13   -29:58:36.4   ""     OGLE-BLG-RRLYR-42231   15.959   -99.99   0.6478296   1.3E-6   0.588   ""       ""       ""      ""  RRab   -99.99          255.513019852     0.0942    -29.97677990053   0.0591    6029391397842303232   -0.1104      0.101     -4.084      0.175    -0.687      0.103    16.7817   0.0102   17.1989   0.0405   16.014    0.0282   1.1849    0     381    388.34      1.363      3.83126514E-6   
  17:02:03.57   -30:11:06.0   ""     OGLE-BLG-RRLYR-42232   17.165   -99.99   0.6279983   2.7E-6   0.425   ""       ""       ""      ""  RRab   -99.99          255.51486782538   0.1642    -30.18501072797   0.0969    6029375150073597056   0.313        0.1681    -1.713      0.366    -1.596      0.185    18.039    0.01     18.4655   0.0475   17.3032   0.0366   1.1623    1     344    326.09      1.334      1.98403685E-7   
  17:02:06.35   -30:08:03.1   79     OGLE-BLG-RRLYR-42242   15.514   -99.99   0.3188295   6.0E-7   0.247   0.319    --       --      P   RRc    NGC6266-V79     255.52645217023   0.1153    -30.13420605675   0.071     6029376146434554368   0.3778       0.1238    2.238       0.235    -9.423      0.131    16.1969   0.0067   16.6187   0.0249   15.5592   0.0169   1.0594    0     339    1087.61     1.264      0.0             
  17:02:20.51   -30:06:06.0   ""     OGLE-BLG-RRLYR-42292   17.749   -99.99   0.6549393   8.8E-6   0.205   ""       ""       ""      ""  RRab   -99.99          255.5854532431    0.2712    -30.10168903792   0.1728    6029377039807673344   0.2065       0.2829    -2.083      0.693    -2.397      0.359    18.6118   0.005    18.8254   0.0628   17.6773   0.0456   1.1482    0     354    408.41      1.61       0.0396744052    
  17:02:21.16   -30:05:29.8   ""     OGLE-BLG-RRLYR-42297   16.055   -99.99   0.6883306   1.1E-6   0.586   ""       ""       ""      ""  RRab   -99.99          255.58815882261   0.1099    -30.0916234762    0.0637    6029377039800012032   -0.3475      0.118     1.805       0.221    -1.345      0.115    16.919    0.0116   17.0677   0.0344   15.6175   0.0166   1.4502    0     395    571.63      2.052      0.0             
  17:01:45.26   -30:02:04.4   55     ""                     ""       ""       ""          ""       ""      0.4787   16.59    1.04    P   ""     ""              255.4382888128    0.6631    -30.03456557148   0.3561    6029389409294354560   0.9177       0.5156    -5.318      1.536    -7.012      0.709    19.5501   0.0034   19.4421   0.0647   18.4002   0.0488   1.0419    1     294    331.82      2.038      1.76686527E-5   
  17:01:13.14   -30:07:25.7   134    ""                     ""       ""       ""          ""       ""      0.336    --       --      V   ""     ""              255.30483312156   0.404     -30.12377753939   0.2221    6029365357572725888   -0.5672      0.4573    -11.475     0.767    -4.507      0.401    15.8759   0.0074   99.9999   9.9999   99.9999   9.9999   99.9999   0     202    4751.9      99.999     3.97158285E-10  
  17:01:12.71   -30:06:43.4   188    ""                     ""       ""       ""          ""       ""      0.436    --       --      V   ""     ""              255.30299576877   42.0932   -30.11203657918   23.9496   6029365357572823424   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   14.4163   0.0628   99.9999   9.9999   99.9999   9.9999   99.9999   0     40     21900.5     99.999     0.0             
  17:01:08.31   -30:06:25.1   204    ""                     ""       ""       ""          ""       ""      0.263    16.224   0.329   V   ""     ""              255.28470421265   0.196     -30.10706277793   0.1119    6029368312511792128   -0.3762      0.1979    -6.147      0.364    -3.813      0.211    15.927    0.0033   15.8619   0.0254   14.6905   0.0318   1.1714    0     274    1760.5      2.109      0.658604474     
  17:01:10.22   -30:06:38.1   249    ""                     ""       ""       ""          ""       ""      0.2476   --       --      V   ""     ""              255.29249364798   0.4041    -30.11058356238   0.2692    6029368312409547776   1.3951       0.5074    -3.206      0.749    -5.19       0.501    15.7997   0.0062   15.5836   0.0132   14.4233   0.0119   1.1603    0     224    11477.34    2.408      0.00684219716   
  17:01:13.18   -30:06:05.8   260    ""                     ""       ""       ""          ""       ""      0.254    --       --      V   ""     ""              255.30488083511   1.4902    -30.10159815539   0.8073    6029368415488861568   99999.9999   99.9999   99999.999   99.999   99999.999   99.999   15.7685   0.0103   15.3405   0.037    14.1048   0.0183   1.2357    0     217    8898.98     3.059      0.0             
