# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER
OGLE-BLG-RRLYR-41877	RRab	17:01:12.16	-30:06:42.6	14.737	-99.99	-99.99	0.4911295	0.0000042	7000.32297	0.455	0.466	4.089	0.275	2.150	-99.99	-99.99	BLG884.18.45104	NGC6266-NV243	
OGLE-BLG-RRLYR-41878	RRab	17:01:12.18	-30:07:08.6	14.679	-99.99	-99.99	0.8755423	0.0000092	7000.50928	0.086	0.145	5.238	0.095	-99.99	-99.99	-99.99	BLG884.18.44870	NGC6266-NV149	
OGLE-BLG-RRLYR-41880	RRab	17:01:12.20	-30:07:03.0	14.811	-99.99	-99.99	0.5750452	0.0000009	7000.30973	0.425	0.488	4.555	0.332	3.004	-99.99	-99.99	BLG884.18.44918	NGC6266-NV156	
OGLE-BLG-RRLYR-41881	RRc	17:01:12.21	-30:07:11.1	14.041	-99.99	-99.99	0.3258590	0.0000010	7000.20237	0.114	0.141	5.346	0.062	4.034	-99.99	-99.99	BLG884.18.43994	NGC6266-NV147	
OGLE-BLG-RRLYR-41882	RRab	17:01:12.21	-30:06:25.5	14.923	-99.99	-99.99	0.4909971	0.0000013	7000.06813	0.682	0.486	4.218	0.396	2.318	-99.99	-99.99	BLG884.18.45225	NGC6266-NV203	
OGLE-BLG-RRLYR-41883	RRab	17:01:12.33	-30:06:47.9	14.715	-99.99	-99.99	0.5482157	0.0000010	7000.00004	0.428	0.514	4.402	0.317	2.600	-99.99	-99.99	BLG884.18.45044	NGC6266-NV179	
OGLE-BLG-RRLYR-41884	RRc	17:01:12.40	-30:06:51.0	14.700	-99.99	-99.99	0.3176826	0.0000015	7000.15453	0.151	0.126	4.885	0.148	3.655	-99.99	-99.99	BLG884.18.45008	NGC6266-NV174	
OGLE-BLG-RRLYR-41885	RRab	17:01:12.44	-30:07:49.6	15.234	-99.99	-99.99	0.4493012	0.0000004	7000.43107	0.863	0.498	4.083	0.375	2.108	-99.99	-99.99	BLG884.18.44661	NGC6266-V27	
OGLE-BLG-RRLYR-41887	RRc	17:01:12.53	-30:06:16.8	15.003	-99.99	-99.99	0.3032924	0.0000006	7000.19692	0.222	0.117	4.665	0.049	3.846	-99.99	-99.99	BLG884.18.45294	NGC6266-V13	
OGLE-BLG-RRLYR-41888	RRab	17:01:12.54	-30:06:54.9	14.316	-99.99	-99.99	0.4521937	0.0000010	7000.08564	0.423	0.525	3.957	0.392	1.968	-99.99	-99.99	BLG884.18.44974	NGC6266-NV165	
